Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.2375431060791,24.70531251878136,23.798592992568466,24.694227262199288,212818400
2015-01-05,23.554738998413086,24.0867993234754,23.368518814896508,24.006990190147395,257142000
2015-01-06,23.55695915222168,23.816338020280458,23.19560061965636,23.61903255400942,263188400
2015-01-07,23.88728141784668,23.98704200939966,23.654504449058404,23.76535030250549,160423600
2015-01-08,24.80508804321289,24.862728367779884,24.097890868766694,24.215388908830796,237458000
2015-01-09,24.83168601989746,25.106583234710648,24.432640311803063,24.97800165194986,214798000
2015-01-12,24.21981430053711,24.96913151622689,24.12005372825121,24.962481036924252,198603200
2015-01-13,24.434852600097656,25.006817431812447,24.144437095686346,24.703099278993438,268367600
2015-01-14,24.34174346923828,24.494709555233538,24.053543652156318,24.173257344265455,195826400
2015-01-15,23.681106567382812,24.39938717877788,23.645636776033786,24.386086218443666,240056000
2015-01-16,23.497098922729492,23.849589546937747,23.321962305734257,23.72765845555715,314053200
2015-01-20,24.102319717407227,24.157742637400762,23.610163917244932,23.907229956551088,199599600
2015-01-21,24.286317825317383,24.62107095617923,24.00255112888712,24.15330149924548,194303600
2015-01-22,24.91814613342285,24.933664483967743,24.324012340403172,24.4437260551952,215185600
2015-01-23,25.046722412109375,25.21742423193683,24.725268516966384,24.895972028166835,185859200
2015-01-26,25.073333740234375,25.352665787107423,25.006827237608928,25.21521630881702,222460000
2015-01-27,24.19542694091797,24.93587794352709,24.17104072370978,24.922575294176113,382274800
2015-01-28,25.563264846801758,26.186219563325192,25.563264846801758,26.077589431824446,585908400
2015-01-29,26.35913848876953,26.42342927258917,25.61868747113395,25.787173604889798,337745600
2015-01-30,25.9733943939209,26.602997864863603,25.90466883263632,26.248291564940033,334982000
2015-02-02,26.29928207397461,26.41899577815114,25.73396933307641,26.17070219145008,250956400
2015-02-03,26.303714752197266,26.401257928588027,26.07315523199289,26.27046066624386,207662800
2015-02-04,26.505456924438477,26.71606503689038,26.228342322296477,26.270464283061518,280598800
2015-02-05,26.694637298583984,26.75918181333036,26.541065808392663,26.712441335234317,168984800
2015-02-06,26.4698429107666,26.76363072271144,26.363010207310197,26.7124396631692,174826400
2015-02-09,26.645671844482422,26.67237874794815,26.358560745887814,26.385269347401834,155559200
2015-02-10,27.157583236694336,27.18651798938479,26.74361080930796,26.74583525332348,248034000
2015-02-11,27.794118881225586,27.803021749787224,27.264410937172286,27.32450317740265,294247200
2015-02-12,28.145769119262695,28.37278797867428,27.94768500160746,28.05674214886694,297898000
2015-02-13,28.28376579284668,28.328278436550338,27.96549546602483,28.328278436550338,217088800
2015-02-17,28.45069122314453,28.684386851565183,28.248154785440164,28.37501768994175,252609600
2015-02-18,28.648773193359375,28.662126646062973,28.36611265877822,28.406174714937425,179566800
2015-02-19,28.588680267333984,28.717769308178198,28.56197336098585,28.595356993921015,149449600
2015-02-20,28.822376251220703,28.822376251220703,28.49965534307122,28.626516545928553,195793600
2015-02-23,29.601356506347656,29.601356506347656,28.85798490989806,28.93810901824031,283896400
2015-02-24,29.4166316986084,29.734903752176653,29.194065063924736,29.588008958222076,276912400
2015-02-25,28.664352416992188,29.289767448381888,28.521909921395615,29.280862882102554,298846800
2015-02-26,29.027137756347656,29.127292054691086,28.179159489691134,28.664353084202308,365150000
2015-02-27,28.590909957885742,29.060525669459057,28.54194502901291,28.933661063898402,248059200
2015-03-02,28.731122970581055,28.995977780785267,28.555296842347186,28.76673444336919,192386800
2015-03-03,28.79121971130371,28.8268311875612,28.508559137168003,28.702194416757287,151265200
2015-03-04,28.60871124267578,28.835730141238916,28.559749711708278,28.733351399992724,126665200
2015-03-05,28.134645462036133,28.65545050468917,27.989976828616363,28.617614589224313,226068400
2015-03-06,28.17693328857422,28.7934420686846,28.101261454083147,28.577552179150562,291368400
2015-03-09,28.2971134185791,28.837951946679503,27.834174547989498,28.47961793705506,354114000
2015-03-10,27.711769104003906,28.3149244137179,27.553747014570217,28.13464600287989,275426400
2015-03-11,27.206541061401367,27.769634295016655,27.177608014323546,27.765183710100228,275756000
2015-03-12,27.698413848876953,27.79856984189361,27.070776078556776,27.2221214408066,193450800
2015-03-13,27.507003784179688,27.909850462961522,27.282212752989896,27.687283875056004,207309200
2015-03-16,27.809696197509766,27.809696197509766,27.346758956585212,27.571550001661393,143497200
2015-03-17,28.274864196777344,28.337182579986006,27.965496724385353,28.021138380542887,204092400
2015-03-18,28.593135833740234,28.74670735507032,28.12574624044493,28.26596260901892,261083600
2015-03-19,28.377243041992188,28.766734613156785,28.354986720392482,28.655451307109757,183238000
2015-03-20,28.021135330200195,28.577550133156368,27.856436521356393,28.544166501534818,274780400
2015-03-23,28.312692642211914,28.455135108533188,28.159121168377233,28.29266246634555,150838800
2015-03-24,28.196958541870117,28.49742136566921,28.16802380179384,28.31714469021863,131369200
2015-03-25,27.460264205932617,28.22589378943832,27.460264205932617,28.16357541832474,206620800
2015-03-26,27.65167808532715,27.794120594999193,27.28666894203646,27.322280418478798,190291600
2015-03-27,27.431331634521484,27.754052503943598,27.35565981059288,27.725119459155888,158184800
2015-03-30,28.12574005126953,28.132416777154006,27.59825663176819,27.60938564027451,188398800
2015-03-31,27.6939640045166,28.152450688573246,27.67838440937046,28.06342370286021,168362400
2015-04-01,27.653902053833008,27.84753562116134,27.397950105676763,27.780764957103703,162485600
2015-04-02,27.892051696777344,27.94546721576615,27.640552000908354,27.827507166393538,128880400
2015-04-06,28.34385108947754,28.37946255415707,27.671700825108353,27.70286000767889,148776000
2015-04-07,28.045621871948242,28.51523590490739,28.038945144652654,28.408404872080666,140049200
2015-04-08,27.954370498657227,28.13242449531792,27.814154122469844,28.0100121603576,149316800
2015-04-09,28.16802978515625,28.172482068289785,27.745154582088954,28.010007694885584,129936000
2015-04-10,28.288219451904297,28.31270191801622,27.878697651575177,28.03226747767425,160752000
2015-04-13,28.232576370239258,28.615392939431228,28.179160855071164,28.570876897035358,145460400
2015-04-14,28.110166549682617,28.3305070418597,28.02336569827805,28.265962514242442,102098400
2015-04-15,28.21699333190918,28.294891302452985,28.045617796712808,28.1346447764979,115881600
2015-04-16,28.081226348876953,28.288213346207304,28.067872896806715,28.10570880970461,113476000
2015-04-17,27.765186309814453,28.07455378094966,27.70064178516809,27.94324028801466,207828000
2015-04-20,28.399497985839844,28.515231871372787,27.858661076767103,27.947688056895437,188217200
2015-04-21,28.245933532714844,28.533043008456154,28.19251631569665,28.510788381771672,129740400
2015-04-22,28.626510620117188,28.682152261593764,28.11460853736159,28.263727728987256,150618000
2015-04-23,28.86020851135254,29.0271334491883,28.51968190985531,28.555293378323448,183083600
2015-04-24,28.995983123779297,29.073882810345548,28.762287460178136,29.042723614938566,178103600
2015-04-27,29.523460388183594,29.63029480953917,29.189610462665815,29.44778855346286,387816800
2015-04-28,29.05829620361328,29.94411036493817,28.837957432112898,29.926308024614418,475696000
2015-04-29,28.630966186523438,29.287536952041226,28.55529436049829,28.9692683564137,253544400
2015-04-30,27.85420799255371,28.630964885927803,27.727345109119845,28.630964885927803,332781600
2015-05-01,28.69996452331543,28.96259489680037,27.88759773139169,28.065650005792723,234050400
2015-05-04,28.64432144165039,29.06052330317985,28.546391591878752,28.822375405226378,203953200
2015-05-05,27.998884201049805,28.588684443030946,27.994431917309164,28.521913771311066,197085600
2015-05-06,27.823060989379883,28.210326534998327,27.455825629787853,28.168038322654997,288564000
2015-05-07,27.99514389038086,28.178410767717377,27.71800728161539,27.885629487903955,175763600
2015-05-08,28.522592544555664,28.522592544555664,28.185112723632656,28.312505520185685,222201600
2015-05-11,28.232053756713867,28.509188703141405,28.07784075746508,28.471194739748423,168143200
2015-05-12,28.13147735595703,28.35720737088283,27.896805580079814,28.071132405524015,192640000
2015-05-13,28.162771224975586,28.42649694576511,28.131481877182047,28.194060572769125,138776800
2015-05-14,28.819847106933594,28.819847106933594,28.41979023179081,28.47566430660467,180814000
2015-05-15,28.779617309570312,28.94053490611256,28.65445993676693,28.846666876510024,152832000
2015-05-18,29.09697914123535,29.21543188827345,28.687980569086267,28.692451449243087,203531600
2015-05-19,29.070167541503906,29.251199012332037,28.9740623520041,29.2087341665263,178532800
2015-05-20,29.067922592163086,29.27353873903243,28.90700501456408,29.054513362410205,145819600
2015-05-21,29.365175247192383,29.418815580549495,29.01652160607739,29.070161939434502,158921600
2015-05-22,29.6221981048584,29.718303287216482,29.36741245924062,29.412114447472042,182384000
2015-05-26,28.96959114074707,29.704895923853893,28.85784298370326,29.63561261213203,282790400
2015-05-27,29.51044273376465,29.559612180561338,29.065687388124672,29.130499798748275,183332800
2015-05-28,29.45233917236328,29.49033313029952,29.300363340618333,29.470219283794904,122933200
2015-05-29,29.11709976196289,29.37859004232593,29.03217007063223,29.329420580006403,203538000
2015-06-01,29.175199508666992,29.36517268875821,29.065688526742438,29.11709171030462,128451200
2015-06-02,29.045578002929688,29.202024716623274,28.902540520369467,29.023227010852352,134670400
2015-06-03,29.081336975097656,29.264605574947947,29.032167517102838,29.20202688482415,123934000
2015-06-04,28.91147804260254,29.184143768776664,28.810905401701508,28.960647495537707,153800400
2015-06-05,28.75279426574707,28.98523230030165,28.687981846856992,28.942767462626342,142507200
2015-06-08,28.56282615661621,28.877956739709482,28.34603448543426,28.808670026111816,210699200
2015-06-09,28.477895736694336,28.625404100730464,28.075603453683758,28.316978141433584,224301600
2015-06-10,28.804208755493164,28.907015159868,28.574006098048976,28.589650773298416,156349200
2015-06-11,28.7393798828125,29.094738076048987,28.714795160685842,28.8712418422728,141563600
